id,buggy_source_code,fixed_source_code,check1,check2
38180,"@retrofit2.http.Multipart
@retrofit2.http.POST(value = ""upload/"")
retrofit2.Call<com.androidbuts.api.response.Result> uploadFile(@retrofit2.http.Part
okhttp3.MultipartBody.Part file, @retrofit2.http.Part(value = ""description"")
okhttp3.RequestBody name);","@retrofit2.http.Multipart
@retrofit2.http.POST(value = ""upload/"")
@retrofit2.http.Headers(value = { ""Accept: application/json"" })
retrofit2.Call<java.util.List<com.androidbuts.api.response.Result>> uploadFile(@retrofit2.http.Part
okhttp3.MultipartBody.Part file, @retrofit2.http.Part(value = ""description"")
okhttp3.RequestBody name);",-1,-2
43832,"public void actionUserFavCallBack() {
    mTitleBar.findViewById(R.id.fav).setActivated(true);
    mTitleBar.findViewById(R.id.fav).setOnClickListener(null);
    mTitleBar.findViewById(R.id.fav).setEnabled(true);
}","public void actionUserFavCallBack() {
    mTitleBar.findViewById(R.id.fav).setEnabled(true);
}",-1,-2
20580,"public void validatePackages() {
    for (int i = 0; i < (packageList.size()); i++) {
        final io.resource.DataPackage dataPackage = packageList.get(i);
        dataPackage.applyChanges(this);
    }
}","public void validatePackages() {
    for (io.resource.DataPackage dataPackage : packageList) {
        dataPackage.applyChanges(this);
    }
}",-1,1
39566,"public void reset() {
    this.line = 1;
    this.column = 1;
}","void reset() {
    line = 1;
    column = 1;
}",1,1
28158,"public static void getClientOrders(int page, android.content.Context context, retrofit.Callback<java.util.List<com.getataxi.mobiletaxi.comm.models.OrderDM>> callback) {
    com.getataxi.mobiletaxi.comm.RestClientManager.client.getOrdersService(com.getataxi.mobiletaxi.comm.RestClientManager.getAuthorisationHeaders(context)).getOrdersPage(page, callback);
}","private static void init() {
}",-2,-2
4553,"public synchronized void setConnection(android.content.Context context, android.hardware.usb.UsbAccessory usbAccessory) {
    disconnect();
    mUsbContext = context;
    mUsbAccessory = usbAccessory;
    if (mIsOpen)
        connect();
    
}","public synchronized void open(android.content.Context context) {
    if ((mUsbContext) != context) {
        disconnect();
        mUsbContext = context;
    }
    if (mIsOpen)
        return ;
    
    mIsOpen = true;
    connect();
}",1,1
16657,"private jd.http.Browser prepBrowser(jd.http.Browser prepBr) {
    if ((jd.plugins.hoster.NowVideoEu.agent.get()) == null) {
        jd.plugins.hoster.NowVideoEu.agent.set(jd.plugins.hoster.jd.plugins.hoster.MediafireCom.stringUserAgent());
    }
    prepBr.getHeaders().put(""User-Agent"", ""Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0"");
    return prepBr;
}","private jd.http.Browser prepBrowser(jd.http.Browser prepBr) {
    prepBr.getHeaders().put(""User-Agent"", ""Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0"");
    return prepBr;
}",-2,-2
40609,"@net.minecraftforge.fml.common.Mod.EventHandler
public void onServerStarting(net.minecraftforge.fml.common.event.FMLServerStartingEvent event) {
    com.trcgames.dbSynchronizer.DBSynchronizer.worldLoaded = true;
    com.trcgames.dbSynchronizer.DBSynchronizer.network.sendToAll(new com.trcgames.dbSynchronizer.packets.PacketServerToClient(com.trcgames.dbSynchronizer.packets.PacketServerToClient.StCPacketType.UPDATE_WORLD_LOADING_STATE, ""start""));
    com.trcgames.dbSynchronizer.database.ServerDatabase.onServerStarting();
}","@net.minecraftforge.fml.common.Mod.EventHandler
public void onServerStarting(net.minecraftforge.fml.common.event.FMLServerStartingEvent event) {
    com.trcgames.dbSynchronizer.DBSynchronizer.worldLoaded = true;
    com.trcgames.dbSynchronizer.database.ServerDatabase.onServerStarting();
}",-2,-2
3592,"public void initialize() {
    currentEndpointIdentifier = ""leshan_integration_test_"" + (org.eclipse.leshan.integration.tests.IntegrationTestHelper.r.nextInt());
}","public void initialize() {
    currentEndpointIdentifier.set((""leshan_integration_test_"" + (org.eclipse.leshan.integration.tests.IntegrationTestHelper.r.nextInt())));
}",-1,-1
25496,"@java.lang.Override
public void printSampleEnd(java.io.PrintStream out) {
    out.println();
    out.println(yarnandtail.andhow.load.TextUtil.repeat(""#"", ReportGenerator.DEFAULT_LINE_WIDTH));
}","@java.lang.Override
public void printSampleEnd(java.io.PrintStream out) {
    out.println();
    out.println(yarnandtail.andhow.load.TextUtil.repeat(""#"", ReportGenerator.DEFAULT_LINE_WIDTH));
    out.println(yarnandtail.andhow.load.TextUtil.repeat(""#"", ReportGenerator.DEFAULT_LINE_WIDTH));
}",-1,-2
38238,"public void setMergeCommit(org.ossnoize.git.fastimport.Commit previous) {
    merge = previous.getMarkID();
}","public void setMergeCommit(org.ossnoize.git.fastimport.Commit previous) {
    if (null != previous) {
        merge = previous.getMarkID();
    }else {
        merge = null;
    }
}",2,2
29875,"@java.lang.Override
public void onDismiss(android.content.DialogInterface dialog) {
    android.support.v4.app.ActivityCompat.requestPermissions(this, new java.lang.String[]{ Manifest.permission.ACCESS_COARSE_LOCATION }, com.finrobotics.neyyasample.MainActivity.PERMISSION_REQUEST_COARSE_LOCATION);
}","@java.lang.Override
public void onDismiss(android.content.DialogInterface dialog) {
}",-2,-2
38189,"@java.lang.Override
public void onMainViewAppeared(com.innovativetech.audio.audiobookmaster.fabreveallayout.FABRevealLayout fabRevealLayout, android.view.View mainView) {
    if (((mMediaPlayer) == null) || (!(mMediaPlayer.isPlaying()))) {
        showMainViewItems();
    }else {
        showSecondaryViewItems();
    }
}","@java.lang.Override
public void onMainViewAppeared(com.innovativetech.audio.audiobookmaster.fabreveallayout.FABRevealLayout fabRevealLayout, android.view.View mainView) {
    showMainViewItems();
}",-2,-2
45956,"protected int NG_STATSX() {
    return (32 + ((star.width) / 2)) + (32 * (~(dofrags)));
}","protected int NG_STATSX() {
    return (32 + ((star.width) / 2)) + (32 * (!((dofrags) > 0) ? 1 : 0));
}",1,1
16060,"public boolean saveWhitelist(java.util.List<java.lang.String> players) {
    if ((milkAdminUpdateThreadC) == null) {
        milkAdminUpdateThreadC = new com.sectorgamer.sharkiller.milkAdmin.milkAdminUpdateThread(milkAdminInstance);
    }
    milkAdminUpdateThreadC.updateLists(players);
    return true;
}","public boolean saveWhitelist(java.util.List<java.lang.String> players) {
    if ((milkAdminInstance) != null) {
        if ((milkAdminUpdateThreadC) == null) {
            milkAdminUpdateThreadC = new com.sectorgamer.sharkiller.milkAdmin.milkAdminUpdateThread(milkAdminInstance);
        }
        milkAdminUpdateThreadC.updateLists(players);
    }
    return true;
}",1,0
40289,"@java.lang.Override
public void updateThingeeName() {
    mNameSummary.setText(mThingySdkManager.getDeviceName(mDevice));
}","@java.lang.Override
public void updateThingeeName() {
    final java.lang.String name = mThingySdkManager.getDeviceName(mDevice);
    if (name != null) {
        mNameSummary.setText(name);
    }
}",1,1
15903,"@java.lang.Override
public void onCreate(android.os.Bundle savedInstanceState) {
    super.onCreate(savedInstanceState);
    adapter = new com.alexgilleran.hiitme.activity.ProgramListFragment.ProgramAdapter(com.alexgilleran.hiitme.data.ProgramDAOSqlite.getInstance(getActivity().getApplicationContext()).getProgramList());
    setListAdapter(adapter);
}","@java.lang.Override
public void onCreate(android.os.Bundle savedInstanceState) {
    super.onCreate(savedInstanceState);
}",-2,-2
29169,"@java.lang.Override
public void onBackPressed() {
    super.onBackPressed();
    if ((www.weride.com.fragments.MapFragment.class) == (fragmentManager.findFragmentById(R.id.flContent).getClass())) {
        toolbar.removeView(findViewById(R.id.search_toolbar));
        swapToMapToolbar();
    }
}","@java.lang.Override
public void onBackPressed() {
    super.onBackPressed();
    swapToMapToolbar();
}",-2,-2
38920,"@de.haw_hamburg.vs_ws2015.spahl_haug.boards_rest.RequestMapping(value = "" /boards/{gameid}/players/{playerid}/roll"", method = RequestMethod.GET, produces = ""application/json"")
@de.haw_hamburg.vs_ws2015.spahl_haug.boards_rest.ResponseStatus(value = org.springframework.http.HttpStatus.OK)
public de.haw_hamburg.vs_ws2015.spahl_haug.boards_rest.Player postRoll(@de.haw_hamburg.vs_ws2015.spahl_haug.boards_rest.PathVariable(value = ""gameid"")
final long gameID, @de.haw_hamburg.vs_ws2015.spahl_haug.boards_rest.PathVariable(value = ""playerid"")
final java.lang.String playerID) throws de.haw_hamburg.vs_ws2015.spahl_haug.errorhandler.GameDoesntExistsException, de.haw_hamburg.vs_ws2015.spahl_haug.errorhandler.PlayerDoesntExistsException {
    if (isGameIdValid(gameID)) {
        return de.haw_hamburg.vs_ws2015.spahl_haug.boards_rest.Main.boardService.getPlayer(gameID, playerID);
    }else {
        throw new de.haw_hamburg.vs_ws2015.spahl_haug.errorhandler.GameDoesntExistsException(""Game does not Exists"");
    }
}","@de.haw_hamburg.vs_ws2015.spahl_haug.boards_rest.RequestMapping(value = "" /boards/{gameid}/players/{playerid}/roll"", method = RequestMethod.GET, produces = ""application/json"")
@de.haw_hamburg.vs_ws2015.spahl_haug.boards_rest.ResponseStatus(value = org.springframework.http.HttpStatus.OK)
public de.haw_hamburg.vs_ws2015.spahl_haug.boards_rest.Player postRoll(@de.haw_hamburg.vs_ws2015.spahl_haug.boards_rest.PathVariable(value = ""gameid"")
final long gameID, @de.haw_hamburg.vs_ws2015.spahl_haug.boards_rest.PathVariable(value = ""playerid"")
final java.lang.String playerID) throws de.haw_hamburg.vs_ws2015.spahl_haug.errorhandler.PlayerDoesntExistsException {
    return de.haw_hamburg.vs_ws2015.spahl_haug.boards_rest.Main.boardService.getPlayer(gameID, playerID);
}",-2,-2
12528,"@com.anakinfoxe.reviewmonitor.resource.Path(value = ""/stop/{brand}"")
@com.anakinfoxe.reviewmonitor.resource.GET
public void stopCrawler(@com.anakinfoxe.reviewmonitor.resource.PathParam(value = ""brand"")
java.lang.String brand, @com.anakinfoxe.reviewmonitor.resource.DefaultValue(value = """")
@com.anakinfoxe.reviewmonitor.resource.QueryParam(value = ""key"")
java.lang.String key) {
    if (key.equals(key_)) {
        stopRunning(brand);
    }
}","@com.anakinfoxe.reviewmonitor.resource.Path(value = ""/stop/{brand}"")
@com.anakinfoxe.reviewmonitor.resource.GET
public void stopCrawler(@com.anakinfoxe.reviewmonitor.resource.PathParam(value = ""brand"")
java.lang.String brand, @com.anakinfoxe.reviewmonitor.resource.DefaultValue(value = """")
@com.anakinfoxe.reviewmonitor.resource.QueryParam(value = ""key"")
java.lang.String key, @com.anakinfoxe.reviewmonitor.resource.DefaultValue(value = """")
@com.anakinfoxe.reviewmonitor.resource.QueryParam(value = ""date"")
java.lang.String date) {
    if (key.equals(key_)) {
        stopRunning(brand);
    }
}",-2,-2
30198,"public void init(org.pentaho.di.core.row.RowMetaInterface outputRowMeta) throws org.pentaho.di.core.exception.KettlePluginException {
    for (org.pentaho.di.trans.steps.sequoiadbinput.SequoiaDBInputField f : m_fields) {
        int outputIndex = outputRowMeta.indexOfValue(f.m_fieldName);
        f.init(outputIndex);
    }
}","public void init(org.pentaho.di.core.row.RowMetaInterface outputRowMeta) throws org.pentaho.di.core.exception.KettlePluginException {
    if (null != (m_fields)) {
        for (org.pentaho.di.trans.steps.sequoiadbinput.SequoiaDBInputField f : m_fields) {
            int outputIndex = outputRowMeta.indexOfValue(f.m_fieldName);
            f.init(outputIndex);
        }
    }
}",1,1
32428,"@java.lang.Override
public boolean onDown(android.view.MotionEvent e) {
    java.lang.System.out.println(((((""LISTENER: Got an 'onDown' MotionEvent at location ("" + (e.getX())) + "", "") + (e.getY())) + "")""));
    return true;
}","@java.lang.Override
public boolean onDown(android.view.MotionEvent e) {
    return true;
}",-2,-2
29495,"@java.lang.Override
public int getLifeLeft() {
    io.resourcepool.hvsz.service.Game game = get();
    return game.getConfig().getNbSafezoneLifes();
}","@java.lang.Override
public int getLifeLeft() {
    io.resourcepool.hvsz.service.Game game = get();
    java.lang.Integer result = game.getConfig().getNbSafezoneLifes();
    if (result == null) {
        return -1;
    }
    return result;
}",1,1
27262,"@java.lang.Override
protected void registerBlocks() {
    addBlock(com.hea3ven.buildingbricks.compat.vanilla.ProxyModBuildingBricksCompatVanilla.grassSlab, ""grass_slab"", com.hea3ven.buildingbricks.compat.vanilla.items.ItemBlockGrassSlab.class);
}","@java.lang.Override
protected void registerBlocks() {
}",-2,-2
4892,"public double confidenceHi() {
    return (mean()) + (1.96 * (java.lang.Math.sqrt(((stddev()) / (percThreshold.length)))));
}","public double confidenceHi() {
    return (mean()) + ((1.96 * (stddev())) / (java.lang.Math.sqrt(percThreshold.length)));
}",-1,-2
17814,"public void resetTask(long now, com.hawky.jhttpload.Task task) {
    if (!(tasks.contains(task))) {
        return ;
    }
    this.cancelTask(task);
    task.execTimeMillis = now + (task.intervalMillis);
    this.submitTask(task);
}","public boolean cancelTask(com.hawky.jhttpload.Task task) {
    return tasks.remove(task.execTimeMillis, task);
}",-2,-2
18168,"@org.junit.Test
public void testGetNetworkIdByType() throws java.lang.Exception {
    conversionTable.addEntryConnectionType(""NetworkId"", ""original"");
    java.lang.String result = target.getNetworkIdByType(""original"");
    org.junit.Assert.assertThat(result, org.hamcrest.CoreMatchers.is(""NetworkId""));
}","@org.junit.Test
public void testGetNetworkIdByType() throws java.lang.Exception {
}",-2,-2
7472,"public void setRank(com.cjmalloy.stratego.Rank r) {
    rank = r;
    flags &= ~(com.cjmalloy.stratego.Piece.IS_SUSPECTED);
    flags &= ~(com.cjmalloy.stratego.Piece.MAYBE_EIGHT);
    flags &= ~(com.cjmalloy.stratego.Piece.IS_LESS);
}","public void setRank(com.cjmalloy.stratego.Rank r) {
    rank = r;
    flags &= ~((com.cjmalloy.stratego.Piece.IS_SUSPECTED) | (com.cjmalloy.stratego.Piece.MAYBE_EIGHT));
}",-2,-2
9400,"@java.lang.Override
public boolean run(seedu.task.model.task.ReadOnlyTask task) {
    boolean isPresent = false;
    java.util.ArrayList<java.lang.Integer> occurrenceIndexList = searchList(task);
    if ((occurrenceIndexList.size()) > 0) {
        isPresent = true;
    }
    return isPresent;
}","@java.lang.Override
public boolean run(seedu.task.model.task.ReadOnlyTask task) {
    return searchList(task);
}",-2,-1
10820,"public java.util.Collection<ro.sci.group2.domain.Meeting> searchByTeacher(java.lang.Long id) {
    return dao.searchByTeacher(id);
}","public java.util.Collection<ro.sci.group2.domain.Meeting> searchByTeacher(java.lang.Long id) {
    java.util.Collection<ro.sci.group2.domain.Meeting> result = dao.searchByTeacher(id);
    if (result == null) {
        result = new java.util.LinkedList<>();
    }
    return result;
}",1,2
44810,"public int getCount() {
    java.util.List<fr.kayrnt.tindplayer.model.Profile> profiles = tinderAPI.profiles;
    int count = 0;
    for (fr.kayrnt.tindplayer.model.Profile profile : profiles) {
        if (profile.shouldLike)
            count++;
        
    }
    return count;
}","public int getCount() {
    synchronized(tinderAPI.profiles) {
        int count = 0;
        for (fr.kayrnt.tindplayer.model.Profile profile : tinderAPI.profiles) {
            if (profile.shouldLike)
                count++;
            
        }
        return count;
    }
}",-2,-2
4556,"@java.lang.Override
public void onLayoutInflated(android.support.wearable.view.WatchViewStub stub) {
    android.support.wearable.view.CircledImageView circledImageView = ((android.support.wearable.view.CircledImageView) (stub.findViewById(R.id.circle)));
    circledImageView.showIndeterminateProgress(true);
}","@java.lang.Override
public void onLayoutInflated(android.support.wearable.view.WatchViewStub stub) {
}",-2,-2
9192,"@org.junit.Test
public void verifyAuthTOken() {
    try {
        keyCloakService.verifyToken(""eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICI5emhhVnZDbl81OEtheHpldHBzYXNZQ2lEallkemJIX3U2LV93SDk4SEc0In0.eyJqdGkiOiI5ZmQzNzgzYy01YjZmLTQ3OWQtYmMzYy0yZWEzOGUzZmRmYzgiLCJleHAiOjE1MDUxMTQyNDYsIm5iZiI6MCwiaWF0IjoxNTA1MTEzNjQ2LCJpc3MiOiJodHRwOi8vbG9jYWxob3N0OjgwODAvYXV0aC9yZWFsbXMvbWFzdGVyIiwiYXVkIjoic2VjdXJpdHktYWRtaW4tY29uc29sZSIsInN1YiI6ImIzYTZkMTY4LWJjZmQtNDE2MS1hYzVmLTljZjYyODIyNzlmMyIsInR5cCI6IkJlYXJlciIsImF6cCI6InNlY3VyaXR5LWFkbWluLWNvbnNvbGUiLCJub25jZSI6ImMxOGVlMDM2LTAyMWItNGVlZC04NWVhLTc0MjMyYzg2ZmI4ZSIsImF1dGhfdGltZSI6MTUwNTExMzY0Niwic2Vzc2lvbl9zdGF0ZSI6ImRiZTU2NDlmLTY4MDktNDA3NS05Njk5LTVhYjIyNWMwZTkyMiIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOltdLCJyZXNvdXJjZV9hY2Nlc3MiOnt9LCJuYW1lIjoiTWFuemFydWwgaGFxdWUiLCJwcmVmZXJyZWRfdXNlcm5hbWUiOiJ0ZXN0MTIzNDU2NyIsImdpdmVuX25hbWUiOiJNYW56YXJ1bCBoYXF1ZSIsImVtYWlsIjoidGVzdDEyM0B0LmNvbSJ9.Xdjqe16MSkiR94g-Uj_pVZ2L3gnIdKpkJ6aB82W_w_c3yEmx1mXYBdkxe4zMz3ks4OX_PWwSFEbJECHcnujUwF6Ula0xtXTfuESB9hFyiWHtVAhuh5UlCCwPnsihv5EqK6u-Qzo0aa6qZOiQK3Zo7FLpnPUDxn4yHyo3mRZUiWf76KTl8PhSMoXoWxcR2vGW0b-cPixILTZPV0xXUZoozCui70QnvTgOJDWqr7y80EWDkS4Ptn-QM3q2nJlw63mZreOG3XTdraOlcKIP5vFK992dyyHlYGqWVzigortS9Ah4cprFVuLlX8mu1cQvqHBtW-0Dq_JlcTMaztEnqvJ6XA"");
    } catch (java.lang.Exception e) {
    }
}","@org.junit.Test(expected = org.sunbird.common.exception.ProjectCommonException.class)
public void verifyAuthTOken() {
    keyCloakService.verifyToken(""eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICI5emhhVnZDbl81OEtheHpldHBzYXNZQ2lEallkemJIX3U2LV93SDk4SEc0In0.eyJqdGkiOiI5ZmQzNzgzYy01YjZmLTQ3OWQtYmMzYy0yZWEzOGUzZmRmYzgiLCJleHAiOjE1MDUxMTQyNDYsIm5iZiI6MCwiaWF0IjoxNTA1MTEzNjQ2LCJpc3MiOiJodHRwOi8vbG9jYWxob3N0OjgwODAvYXV0aC9yZWFsbXMvbWFzdGVyIiwiYXVkIjoic2VjdXJpdHktYWRtaW4tY29uc29sZSIsInN1YiI6ImIzYTZkMTY4LWJjZmQtNDE2MS1hYzVmLTljZjYyODIyNzlmMyIsInR5cCI6IkJlYXJlciIsImF6cCI6InNlY3VyaXR5LWFkbWluLWNvbnNvbGUiLCJub25jZSI6ImMxOGVlMDM2LTAyMWItNGVlZC04NWVhLTc0MjMyYzg2ZmI4ZSIsImF1dGhfdGltZSI6MTUwNTExMzY0Niwic2Vzc2lvbl9zdGF0ZSI6ImRiZTU2NDlmLTY4MDktNDA3NS05Njk5LTVhYjIyNWMwZTkyMiIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOltdLCJyZXNvdXJjZV9hY2Nlc3MiOnt9LCJuYW1lIjoiTWFuemFydWwgaGFxdWUiLCJwcmVmZXJyZWRfdXNlcm5hbWUiOiJ0ZXN0MTIzNDU2NyIsImdpdmVuX25hbWUiOiJNYW56YXJ1bCBoYXF1ZSIsImVtYWlsIjoidGVzdDEyM0B0LmNvbSJ9.Xdjqe16MSkiR94g-Uj_pVZ2L3gnIdKpkJ6aB82W_w_c3yEmx1mXYBdkxe4zMz3ks4OX_PWwSFEbJECHcnujUwF6Ula0xtXTfuESB9hFyiWHtVAhuh5UlCCwPnsihv5EqK6u-Qzo0aa6qZOiQK3Zo7FLpnPUDxn4yHyo3mRZUiWf76KTl8PhSMoXoWxcR2vGW0b-cPixILTZPV0xXUZoozCui70QnvTgOJDWqr7y80EWDkS4Ptn-QM3q2nJlw63mZreOG3XTdraOlcKIP5vFK992dyyHlYGqWVzigortS9Ah4cprFVuLlX8mu1cQvqHBtW-0Dq_JlcTMaztEnqvJ6XA"");
}",-2,-2
27810,"public com.danimahardhika.cafebar.CafeBar.Builder typeface(java.lang.String contentFontName, java.lang.String buttonFontName) {
    mContentTypeface = com.danimahardhika.cafebar.CafeBarUtil.getTypeface(mContext, contentFontName);
    mNeutralTypeface = mPositiveTypeface = mNegativeTypeface = com.danimahardhika.cafebar.CafeBarUtil.getTypeface(mContext, buttonFontName);
    return this;
}","public com.danimahardhika.cafebar.CafeBar.Builder typeface(java.lang.String contentFontName, java.lang.String buttonFontName) {
    return typeface(com.danimahardhika.cafebar.CafeBarUtil.getTypeface(mContext, contentFontName), com.danimahardhika.cafebar.CafeBarUtil.getTypeface(mContext, buttonFontName));
}",-2,-2
44938,"public static void logExternalMessage(java.lang.String eventName, java.lang.String eventDetails) {
    com.risevision.viewer.client.utils.ViewerHtmlUtils.logExternalMessageNative(eventName, com.risevision.viewer.client.ViewerEntryPoint.getDisplayId(), Global.VIEWER_VERSION, eventDetails);
}","public static native void logExternalMessage(java.lang.String eventName, java.lang.String eventDetails);",-2,-2
8536,"@java.lang.Override
public void clear() {
    capacity = com.github.ilyamurzinov.datastructures.maps.HashMap.DEFAULT_CAPACITY;
    buckets = new com.github.ilyamurzinov.datastructures.maps.HashMap.HashMapEntry[capacity];
}","@java.lang.Override
public void clear() {
    if ((size) > 0) {
        size = 0;
        for (int i = 0; i < (buckets.length); i++) {
            buckets[i] = null;
        }
    }
}",1,1
